,0
prostate,175
cancer,138
imaging,120
data,110
mri,110
pca,97
images,92
magnetic,87
resonance,86
results,86
using,86
diagnosis,82
segmentation,79
detection,78
performance,78
patients,77
features,70
based,70
methods,68
mpmri,68
different,67
cad,67
image,66
proposed,65
learning,64
method,62
model,61
clinical,60
used,60
,60
classification,56
study,55
however,54
accuracy,54
training,53
analysis,51
paper,50
system,49
two,48
multiparametric,47
approach,44
propose,44
deep,44
datasets,41
lesions,40
adc,39
network,39
radiologists,38
sensitivity,38
three,38
significant,38
diffusion,37
coefficient,36
computeraided,35
models,35
compared,35
also,34
improve,34
trained,34
high,34
patient,33
dataset,33
classifier,32
neural,32
first,32
techniques,32
t2w,32
specificity,32
auc,31
information,31
feature,31
medical,31
multiple,31
respectively,31
zone,31
men,31
show,31
area,30
mr,30
apparent,29
evaluated,29
convolutional,29
systems,29
due,29
new,28
cnn,28
diagnostic,28
t2weighted,27
malignant,27
regions,27
could,27
available,27
curve,27
evaluation,27
tumor,27
developed,27
potential,26
novel,26
tissue,26
pz,26
approaches,25
important,25
present,25
dwi,25
parameters,25
one,25
studies,25
algorithms,25
maps,25
extracted,24
research,24
achieved,24
gland,24
algorithm,24
peripheral,23
early,23
score,23
performed,23
machine,23
across,23
work,23
use,23
field,23
biopsy,23
stateoftheart,23
best,22
test,22
diffusionweighted,22
acquired,21
current,21
common,21
treatment,21
large,21
provide,21
among,21
time,21
order,21
receiver,21
including,21
finally,20
applied,20
lesion,20
modalities,20
significantly,20
networks,20
second,20
characteristic,20
technique,20
obtained,20
operating,20
benign,20
may,20
develop,19
random,19
quantitative,19
without,19
various,19
set,19
number,19
several,19
well,19
automatic,19
framework,18
variability,18
detect,18
therefore,18
accurate,18
computer,18
weighted,18
review,18
help,18
challenging,18
sequences,18
domain,18
distribution,18
clinically,17
radiomics,17
1,17
recent,17
3,17
within,17
tested,17
prediction,17
experimental,17
volume,17
process,17
promising,17
tumors,17
aim,17
experiments,17
rate,17
shown,16
2,16
existing,16
purpose,16
showed,16
intensity,16
dynamic,16
spatial,16
years,16
roc,16
standard,16
automated,16
task,16
ie,16
modality,16
role,16
four,16
still,16
cancers,16
classifiers,16
areas,15
tasks,15
particular,15
classify,15
texture,15
terms,15
support,15
problem,15
diagnosed,15
cohort,15
institutions,15
evaluate,15
calculated,15
outperforms,15
included,15
tool,15
setting,15
especially,15
interest,15
svm,14
selection,14
applications,14
combined,14
radiologist,14
assessment,14
disease,14
map,14
presents,14
region,14
processing,14
reported,14
stage,14
cases,14
error,14
types,14
practice,14
development,14
similarity,14
ability,13
demonstrated,13
usually,13
gleason,13
planning,13
validation,13
extraction,13
dice,13
dsc,13
comparison,13
cnns,13
robust,13
last,13
values,13
total,13
attention,13
achieve,13
pirads,13
generalization,13
heterogeneity,13
average,13
value,13
level,13
sites,13
mean,13
contrast,13
increasingly,13
domains,13
quality,13
scanners,13
increase,13
challenges,13
many,12
demonstrate,12
testing,12
design,12
five,12
systematic,12
vector,12
healthy,12
step,12
correlation,12
good,12
leading,12
cg,12
central,12
often,12
strategy,12
considered,12
challenge,12
found,12
improved,12
matrix,12
unet,12
cancerous,12
specifically,12
knowledge,12
future,12
application,12
effectively,12
overall,12
effectiveness,12
aided,12
prior,12
code,12
conclusion,11
stages,11
highly,11
forest,11
employed,11
estimate,11
local,11
whole,11
specific,11
100,11
less,11
higher,11
achieves,11
estimated,11
shape,11
voxels,11
main,11
performances,11
95,11
need,11
single,11
supervised,11
positive,11
combination,11
localization,11
interpretation,11
therapy,11
3t,11
considering,11
limited,11
reduce,11
false,11
addition,11
tissues,11
segment,11
robustness,11
designed,11
highest,11
scores,11
manual,11
better,10
remains,10
aggressiveness,10
registration,10
alone,10
loss,10
result,10
t2wi,10
moreover,10
furthermore,10
even,10
shifts,10
radiomic,10
input,10
issues,10
acquisition,10
database,10
provided,10
issue,10
via,10
identify,10
4,10
target,10
effect,10
characteristics,10
related,10
prostatectomy,10
computed,10
required,10
reference,10
differences,10
able,10
risk,10
difference,10
literature,10
fully,10
since,10
radiotherapy,10
gs,10
tools,10
experienced,10
presented,10
affected,10
comprehensive,10
gradient,10
function,10
samples,10
mechanism,10
t2,10
noninvasive,10
p,9
type,9
independent,9
corresponding,9
bpmri,9
3d,9
lung,9
biomarkers,9
modeling,9
context,9
architecture,9
strategies,9
ensemble,9
applying,9
major,9
estimation,9
visual,9
